STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20070921,518,317,228,36,170,180,116,143,1321
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20070922,53,317,228,26,70,80,67,76,1544
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20070923,36,317,233,30,140,130,94,130,1254
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20070924,28,311,228,35,70,60,116,161,1645
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20070925,10,306,222,37,80,80,81,103,1611
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20070926,48,306,222,23,30,90,76,98,1132
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20070927,0,322,211,14,300,310,45,63,1337
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20070928,0,333,233,21,20,20,58,67,1616
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20070929,18,328,228,41,50,60,139,165,1355
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20070930,0,300,222,65,60,70,116,134,1017
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071001,0,306,217,60,40,60,116,143,1413
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071002,3,328,228,41,140,150,76,98,1322
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071003,0,317,239,24,110,110,67,94,1936
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071004,0,344,239,26,70,70,63,76,1817
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071005,10,339,244,43,30,50,81,107,1451
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071006,3,328,244,54,70,60,103,130,1640
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071007,0,322,239,46,80,80,103,134,1316
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071008,0,322,233,53,70,60,103,116,1502
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071009,0,328,222,44,70,60,89,98,1437
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071010,0,333,222,33,90,110,63,76,1045
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071011,0,328,217,20,70,20,63,76,1349
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071012,25,328,222,33,70,60,63,81,1129
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071013,0,317,217,48,90,90,89,103,1540
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071014,0,306,200,56,70,80,98,112,1644
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071015,0,311,200,51,70,70,94,112,1622
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071016,0,328,217,44,110,100,81,107,936
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071017,0,328,222,23,230,230,45,58,1546
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071018,0,328,233,22,210,210,67,76,1440
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071019,0,317,233,25,240,230,63,76,1422
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071020,25,283,239,22,70,70,58,67,2109
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071021,13,328,239,32,190,190,81,98,1625
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071022,0,328,228,26,110,100,63,76,1004
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071023,0,322,222,28,230,230,81,94,1437
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071024,0,294,222,38,230,220,72,89,1049
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071025,3,256,189,40,40,40,72,81,1658
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071026,0,278,189,42,80,30,63,72,759
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071027,0,289,228,36,80,70,58,72,1419
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071028,0,311,211,55,60,50,98,112,1631
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071029,0,311,217,58,50,50,130,143,1501
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071030,5,300,217,68,60,60,139,170,1557
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071031,5,283,228,82,50,50,157,179,1536
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071101,0,300,228,56,10,20,98,116,1947
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071102,0,306,194,45,20,10,76,98,909
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071103,0,261,133,31,20,360,67,81,1459
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071104,0,267,106,21,20,10,63,81,1111
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071105,0,272,117,28,50,10,67,72,1142
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071106,0,278,133,30,310,310,54,67,1708
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071107,0,256,117,26,30,30,58,72,2251
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071108,0,250,106,34,20,360,58,72,1254
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071109,0,250,122,27,30,10,58,72,1235
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071110,0,256,117,23,10,340,58,76,1215
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071111,0,272,111,31,70,70,72,89,1854
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071112,0,278,139,43,80,70,103,116,1616
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071113,0,261,161,39,30,70,81,98,1220
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071114,0,283,161,33,60,50,89,103,1228
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071115,0,272,156,32,340,350,81,107,2210
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071116,0,200,89,44,30,360,72,103,112
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071117,0,250,83,31,100,100,72,89,1141
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071118,0,267,139,38,70,70,76,94,1145
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071119,0,272,150,47,60,80,94,103,1513
GHCND:USW00012894,FORT MYERS SW FLORIDA REGIONAL AIRPORT FL US,20071120,0,283,144,44,80,70,89,112,1432
